"sobjectName","sobjectLabel","name","label","type","length","nillable","referenceTo","relationshipName","unique","updateable","inlineHelpText","picklistValues","externalId"
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","Name","Description","string",80,true,"[]",,false,true,,"[]",false
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","RecordTypeId","Record Type ID","reference",18,true,"[""RecordType""]","RecordType",false,true,,"[]",false
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","CreatedDate","Created Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","CreatedById","Created By ID","reference",18,false,"[""User""]","CreatedBy",false,false,,"[]",false
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","LastModifiedDate","Last Modified Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","LastModifiedById","Last Modified By ID","reference",18,false,"[""User""]","LastModifiedBy",false,false,,"[]",false
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","SystemModstamp","System Modstamp","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","vlocity_ins__InsuranceClaimId__c","Claim","reference",18,false,"[""vlocity_ins__InsuranceClaim__c""]","vlocity_ins__InsuranceClaimId__r",false,false,,"[]",false
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","vlocity_ins__Amount__c","Amount","currency",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","vlocity_ins__ClaimCoverageId__c","Claim Coverage","reference",18,true,"[""vlocity_ins__ClaimCoverage__c""]","vlocity_ins__ClaimCoverageId__r",false,true,,"[]",false
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","vlocity_ins__ClaimInvolvedPartyId__c","Involved Party","reference",18,true,"[""vlocity_ins__InsuranceClaimInvolvedInjury__c""]","vlocity_ins__ClaimInvolvedPartyId__r",false,true,,"[]",false
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","vlocity_ins__ClaimInvolvedPropertyId__c","Involved Property","reference",18,true,"[""vlocity_ins__InsuranceClaimInvolvedProperty__c""]","vlocity_ins__ClaimInvolvedPropertyId__r",false,true,,"[]",false
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","vlocity_ins__ClaimLineItemId__c","Claim Line Item","reference",18,true,"[""vlocity_ins__ClaimLineItem__c""]","vlocity_ins__ClaimLineItemId__r",false,true,,"[]",false
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","vlocity_ins__ClaimPaymentId__c","Claim Payment","reference",18,true,"[""vlocity_ins__ClaimPayment__c""]","vlocity_ins__ClaimPaymentId__r",false,true,,"[]",false
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","vlocity_ins__ClaimRecoveryId__c","Claim Recovery","reference",18,true,"[""vlocity_ins__InsuranceClaimRecovery__c""]","vlocity_ins__ClaimRecoveryId__r",false,true,,"[]",false
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","vlocity_ins__Comments__c","Comments","textarea",255,true,"[]",,false,true,,"[]",false
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","vlocity_ins__Coverage__c","Coverage","string",1300,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","vlocity_ins__InvolvedPartyOrItem__c","Related Item","string",1300,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","vlocity_ins__PayeeAccountId__c","Payee Account","string",1300,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","vlocity_ins__PayeeContactId__c","Payee Contact","string",1300,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","vlocity_ins__PayeePartyId__c","Payee Party","string",1300,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","vlocity_ins__PostDate__c","Post Date","date",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","vlocity_ins__TransactionDate__c","Transaction Date","date",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","vlocity_ins__TransactionNumber__c","Transaction Number","string",80,true,"[]",,false,true,,"[]",true
"vlocity_ins__InsClaimReserveTransaction__c","Reserve Transaction","vlocity_ins__Type__c","Type","picklist",255,true,"[]",,false,true,,"[""Adjustor Review"",""Close"",""FNOL"",""Payment"",""Subrogation""]",false
"vlocity_ins__InsurableItem__ChangeEvent","Change Event: Insurable Item","Id","Change Event ID","id",18,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__ChangeEvent","Change Event: Insurable Item","ReplayId","Replay ID","string",1000,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__ChangeEvent","Change Event: Insurable Item","ChangeEventHeader","Change Event Header","complexvalue",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__ChangeEvent","Change Event: Insurable Item","OwnerId","Owner ID","reference",18,true,"[""Group"",""User""]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__ChangeEvent","Change Event: Insurable Item","Name","<Entity>","string",80,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__ChangeEvent","Change Event: Insurable Item","CreatedDate","Created Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__ChangeEvent","Change Event: Insurable Item","CreatedById","Created By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__ChangeEvent","Change Event: Insurable Item","LastModifiedDate","Last Modified Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__ChangeEvent","Change Event: Insurable Item","LastModifiedById","Last Modified By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__ChangeEvent","Change Event: Insurable Item","vlocity_ins__AccountId__c","Account","reference",18,true,"[""Account""]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__ChangeEvent","Change Event: Insurable Item","vlocity_ins__AttributeSelectedValues__c","Attribute Selected Values","textarea",131072,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__ChangeEvent","Change Event: Insurable Item","vlocity_ins__Description__c","Description","string",255,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__ChangeEvent","Change Event: Insurable Item","vlocity_ins__LeadId__c","Lead","reference",18,true,"[""Lead""]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__ChangeEvent","Change Event: Insurable Item","vlocity_ins__SpecDescription__c","Spec Description","string",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__ChangeEvent","Change Event: Insurable Item","vlocity_ins__SpecPricingSource__c","Spec Product Spec Pricing Source","string",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__ChangeEvent","Change Event: Insurable Item","vlocity_ins__SpecProduct2Id__c","Spec Product","reference",18,true,"[""Product2""]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__ChangeEvent","Change Event: Insurable Item","vlocity_ins__SpecProductName__c","Spec Product Name","string",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__ChangeEvent","Change Event: Insurable Item","vlocity_ins__SpecProductRecordType__c","Spec Product Record Type","string",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__Share","Share: Insurable Item","Id","Custom Object Share ID","id",18,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__Share","Share: Insurable Item","ParentId","Parent ID","reference",18,false,"[""vlocity_ins__InsurableItem__c""]","Parent",false,false,,"[]",false
"vlocity_ins__InsurableItem__Share","Share: Insurable Item","UserOrGroupId","User/Group ID","reference",18,false,"[""Group"",""User""]","UserOrGroup",false,false,,"[]",false
"vlocity_ins__InsurableItem__Share","Share: Insurable Item","AccessLevel","Custom Object Access","picklist",40,false,"[]",,false,true,,"[""Read Only"",""Read/Write"",""Owner""]",false
"vlocity_ins__InsurableItem__Share","Share: Insurable Item","RowCause","Row Cause","picklist",40,true,"[]",,false,false,,"[""Owner"",""Manual Sharing"",""Sharing Rule"",""Account Sharing"",""Associated record owner or sharing"",""Person Contact"",""Sales Team"",""Territory Assignment Rule"",""Territory Manual"",""Territory Manual"",""Territory Sharing Rule"",""Territory assignment for forecasting and reporting"",""Guest User Sharing Rule"",""Associated guest user sharing"",""Associated Guest User Sharing"",""Survey Sharing Rule"",""Compliant Data Sharing"",""Manufacturing Target Sharing Rule"",""Record Collection""]",false
"vlocity_ins__InsurableItem__Share","Share: Insurable Item","LastModifiedDate","Last Modified Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__Share","Share: Insurable Item","LastModifiedById","Last Modified By ID","reference",18,false,"[""User""]","LastModifiedBy",false,false,,"[]",false
"vlocity_ins__InsurableItem__Share","Share: Insurable Item","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__c","Insurable Item","Id","Record ID","id",18,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__c","Insurable Item","OwnerId","Owner ID","reference",18,false,"[""Group"",""User""]","Owner",false,true,,"[]",false
"vlocity_ins__InsurableItem__c","Insurable Item","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__c","Insurable Item","Name","Name","string",80,true,"[]",,false,true,,"[]",false
"vlocity_ins__InsurableItem__c","Insurable Item","CreatedDate","Created Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__c","Insurable Item","CreatedById","Created By ID","reference",18,false,"[""User""]","CreatedBy",false,false,,"[]",false
"vlocity_ins__InsurableItem__c","Insurable Item","LastModifiedDate","Last Modified Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__c","Insurable Item","LastModifiedById","Last Modified By ID","reference",18,false,"[""User""]","LastModifiedBy",false,false,,"[]",false
"vlocity_ins__InsurableItem__c","Insurable Item","SystemModstamp","System Modstamp","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__c","Insurable Item","vlocity_ins__AccountId__c","Account","reference",18,true,"[""Account""]","vlocity_ins__AccountId__r",false,true,,"[]",false
"vlocity_ins__InsurableItem__c","Insurable Item","vlocity_ins__AttributeSelectedValues__c","Attribute Selected Values","textarea",131072,true,"[]",,false,true,,"[]",false
"vlocity_ins__InsurableItem__c","Insurable Item","vlocity_ins__Description__c","Description","string",255,true,"[]",,false,true,,"[]",false
"vlocity_ins__InsurableItem__c","Insurable Item","vlocity_ins__LeadId__c","Lead","reference",18,true,"[""Lead""]","vlocity_ins__LeadId__r",false,true,,"[]",false
"vlocity_ins__InsurableItem__c","Insurable Item","vlocity_ins__SpecDescription__c","Spec Description","string",1300,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__c","Insurable Item","vlocity_ins__SpecPricingSource__c","Spec Product Spec Pricing Source","string",1300,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__c","Insurable Item","vlocity_ins__SpecProduct2Id__c","Spec Product","reference",18,true,"[""Product2""]","vlocity_ins__SpecProduct2Id__r",false,true,,"[]",false
"vlocity_ins__InsurableItem__c","Insurable Item","vlocity_ins__SpecProductName__c","Spec Product Name","string",1300,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsurableItem__c","Insurable Item","vlocity_ins__SpecProductRecordType__c","Spec Product Record Type","string",1300,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__ChangeEvent","Change Event: Claim Invoice","Id","Change Event ID","id",18,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__ChangeEvent","Change Event: Claim Invoice","ReplayId","Replay ID","string",1000,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__ChangeEvent","Change Event: Claim Invoice","ChangeEventHeader","Change Event Header","complexvalue",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__ChangeEvent","Change Event: Claim Invoice","Name","<Entity>","string",80,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__ChangeEvent","Change Event: Claim Invoice","CreatedDate","Created Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__ChangeEvent","Change Event: Claim Invoice","CreatedById","Created By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__ChangeEvent","Change Event: Claim Invoice","LastModifiedDate","Last Modified Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__ChangeEvent","Change Event: Claim Invoice","LastModifiedById","Last Modified By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__ChangeEvent","Change Event: Claim Invoice","vlocity_ins__ClaimId__c","Claim","reference",18,true,"[""vlocity_ins__InsuranceClaim__c""]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__ChangeEvent","Change Event: Claim Invoice","vlocity_ins__AmountDue__c","Amount Due","currency",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__ChangeEvent","Change Event: Claim Invoice","vlocity_ins__BillingPartyName__c","Billed by","string",255,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__ChangeEvent","Change Event: Claim Invoice","vlocity_ins__InvoiceDate__c","Invoice Date","date",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__ChangeEvent","Change Event: Claim Invoice","vlocity_ins__Status__c","Status","picklist",255,true,"[]",,false,false,,"[""Paid"",""Outstanding"",""Invoiced""]",false
"vlocity_ins__InsuranceClaimInvoice__c","Claim Invoice","Id","Record ID","id",18,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__c","Claim Invoice","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__c","Claim Invoice","Name","Invoice #","string",80,true,"[]",,false,true,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__c","Claim Invoice","CreatedDate","Created Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__c","Claim Invoice","CreatedById","Created By ID","reference",18,false,"[""User""]","CreatedBy",false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__c","Claim Invoice","LastModifiedDate","Last Modified Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__c","Claim Invoice","LastModifiedById","Last Modified By ID","reference",18,false,"[""User""]","LastModifiedBy",false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__c","Claim Invoice","SystemModstamp","System Modstamp","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__c","Claim Invoice","vlocity_ins__ClaimId__c","Claim","reference",18,false,"[""vlocity_ins__InsuranceClaim__c""]","vlocity_ins__ClaimId__r",false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__c","Claim Invoice","vlocity_ins__AmountDue__c","Amount Due","currency",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__c","Claim Invoice","vlocity_ins__BillingPartyName__c","Billed by","string",255,true,"[]",,false,true,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__c","Claim Invoice","vlocity_ins__InvoiceDate__c","Invoice Date","date",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__InsuranceClaimInvoice__c","Claim Invoice","vlocity_ins__Status__c","Status","picklist",255,true,"[]",,false,true,,"[""Paid"",""Outstanding"",""Invoiced""]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","Id","Change Event ID","id",18,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","ReplayId","Replay ID","string",1000,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","ChangeEventHeader","Change Event Header","complexvalue",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","Name","<Entity>","string",80,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","CreatedDate","Created Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","CreatedById","Created By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","LastModifiedDate","Last Modified Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","LastModifiedById","Last Modified By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","vlocity_ins__ClaimId__c","Claim","reference",18,true,"[""vlocity_ins__InsuranceClaim__c""]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","vlocity_ins__AdjustedAmount__c","Adjusted Amount","currency",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","vlocity_ins__AllocatedReserveAmount__c","Allocated Reserve Amount","currency",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","vlocity_ins__AssetPartyRelationshipId__c","Held Product Relationship","reference",18,true,"[""vlocity_ins__AssetPartyRelationship__c""]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","vlocity_ins__AttributeSelectedValues__c","Attribute Selected Values","textarea",131072,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","vlocity_ins__ClaimantId__c","Claimant Id","reference",18,true,"[""vlocity_ins__InsuranceClaimPartyRelationship__c""]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","vlocity_ins__ClaimantParty__c","Related Party","string",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","vlocity_ins__Description__c","Description","textarea",255,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","vlocity_ins__ImageId__c","Product Image","string",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","vlocity_ins__OriginalTotalReserveAmount__c","Original Total Reserve Amount","currency",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","vlocity_ins__PaidAmount__c","Paid Amount","currency",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","vlocity_ins__PartyId__c","Party","reference",18,true,"[""vlocity_ins__Party__c""]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","vlocity_ins__RemainingReserveAmount__c","Remaining Reserve Amount","currency",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","vlocity_ins__Severity__c","Severity","string",255,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","vlocity_ins__SpecProduct2Id__c","Product","reference",18,true,"[""Product2""]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","vlocity_ins__TotalReserveAmount__c","Total Reserve Amount","currency",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","vlocity_ins__TotalReserveStatus__c","Total Reserve Status","picklist",255,true,"[]",,false,false,,"[""Pending"",""Approved"",""ApprovedRollup"",""Reverted""]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","vlocity_ins__TreatedBy__c","Treated By","string",255,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__ChangeEvent","Change Event: Involved Party","vlocity_ins__UnallocatedReserveAmount__c","Unallocated Reserve Amount","currency",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","Id","Record ID","id",18,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","Name","Injury Name","string",80,true,"[]",,false,true,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","CreatedDate","Created Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","CreatedById","Created By ID","reference",18,false,"[""User""]","CreatedBy",false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","LastModifiedDate","Last Modified Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","LastModifiedById","Last Modified By ID","reference",18,false,"[""User""]","LastModifiedBy",false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","SystemModstamp","System Modstamp","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","vlocity_ins__ClaimId__c","Claim","reference",18,false,"[""vlocity_ins__InsuranceClaim__c""]","vlocity_ins__ClaimId__r",false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","vlocity_ins__AdjustedAmount__c","Adjusted Amount","currency",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","vlocity_ins__AllocatedReserveAmount__c","Allocated Reserve Amount","currency",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","vlocity_ins__AssetPartyRelationshipId__c","Held Product Relationship","reference",18,true,"[""vlocity_ins__AssetPartyRelationship__c""]","vlocity_ins__AssetPartyRelationshipId__r",false,true,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","vlocity_ins__AttributeSelectedValues__c","Attribute Selected Values","textarea",131072,true,"[]",,false,true,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","vlocity_ins__ClaimantId__c","Claimant Id","reference",18,true,"[""vlocity_ins__InsuranceClaimPartyRelationship__c""]","vlocity_ins__ClaimantId__r",false,true,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","vlocity_ins__ClaimantParty__c","Related Party","string",1300,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","vlocity_ins__Description__c","Description","textarea",255,true,"[]",,false,true,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","vlocity_ins__ImageId__c","Product Image","string",1300,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","vlocity_ins__OriginalTotalReserveAmount__c","Original Total Reserve Amount","currency",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","vlocity_ins__PaidAmount__c","Paid Amount","currency",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","vlocity_ins__PartyId__c","Party","reference",18,true,"[""vlocity_ins__Party__c""]","vlocity_ins__PartyId__r",false,true,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","vlocity_ins__RemainingReserveAmount__c","Remaining Reserve Amount","currency",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","vlocity_ins__Severity__c","Severity","string",255,true,"[]",,false,true,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","vlocity_ins__SpecProduct2Id__c","Product","reference",18,true,"[""Product2""]","vlocity_ins__SpecProduct2Id__r",false,true,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","vlocity_ins__TotalReserveAmount__c","Total Reserve Amount","currency",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","vlocity_ins__TotalReserveStatus__c","Total Reserve Status","picklist",255,true,"[]",,false,true,,"[""Pending"",""Approved"",""ApprovedRollup"",""Reverted""]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","vlocity_ins__TreatedBy__c","Treated By","string",255,true,"[]",,false,true,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedInjury__c","Involved Party","vlocity_ins__UnallocatedReserveAmount__c","Unallocated Reserve Amount","currency",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedProperty__ChangeEvent","Change Event: Involved Property","Id","Change Event ID","id",18,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedProperty__ChangeEvent","Change Event: Involved Property","ReplayId","Replay ID","string",1000,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedProperty__ChangeEvent","Change Event: Involved Property","ChangeEventHeader","Change Event Header","complexvalue",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedProperty__ChangeEvent","Change Event: Involved Property","Name","<Entity>","string",80,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedProperty__ChangeEvent","Change Event: Involved Property","RecordTypeId","Record Type ID","reference",18,true,"[""RecordType""]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedProperty__ChangeEvent","Change Event: Involved Property","CreatedDate","Created Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedProperty__ChangeEvent","Change Event: Involved Property","CreatedById","Created By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedProperty__ChangeEvent","Change Event: Involved Property","LastModifiedDate","Last Modified Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedProperty__ChangeEvent","Change Event: Involved Property","LastModifiedById","Last Modified By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedProperty__ChangeEvent","Change Event: Involved Property","vlocity_ins__ClaimId__c","Claim","reference",18,true,"[""vlocity_ins__InsuranceClaim__c""]",,false,false,,"[]",false
"vlocity_ins__InsuranceClaimInvolvedProperty__ChangeEvent","Change Event: Involved Property","vlocity_ins__AdjustedAmount__c","Adjusted Amount","currency",0,true,"[]",,false,false,,"[]",false
