"sobjectName","sobjectLabel","name","label","type","length","nillable","referenceTo","relationshipName","unique","updateable","inlineHelpText","picklistValues","externalId"
"vlocity_ins__AccountAppliedPromotionItem__ChangeEvent","Change Event: Applied Promotion Affected Asset","Id","Change Event ID","id",18,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__ChangeEvent","Change Event: Applied Promotion Affected Asset","ReplayId","Replay ID","string",1000,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__ChangeEvent","Change Event: Applied Promotion Affected Asset","ChangeEventHeader","Change Event Header","complexvalue",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__ChangeEvent","Change Event: Applied Promotion Affected Asset","Name","<Entity>","string",80,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__ChangeEvent","Change Event: Applied Promotion Affected Asset","CreatedDate","Created Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__ChangeEvent","Change Event: Applied Promotion Affected Asset","CreatedById","Created By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__ChangeEvent","Change Event: Applied Promotion Affected Asset","LastModifiedDate","Last Modified Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__ChangeEvent","Change Event: Applied Promotion Affected Asset","LastModifiedById","Last Modified By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__ChangeEvent","Change Event: Applied Promotion Affected Asset","vlocity_ins__AppliedPromotionId__c","Applied Promotion","reference",18,true,"[""vlocity_ins__AccountAppliedPromotion__c""]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__ChangeEvent","Change Event: Applied Promotion Affected Asset","vlocity_ins__AppliedAction__c","Applied Action","picklist",255,true,"[]",,false,false,,"[""Add"",""Apply"",""Update""]",false
"vlocity_ins__AccountAppliedPromotionItem__ChangeEvent","Change Event: Applied Promotion Affected Asset","vlocity_ins__AssetId__c","Asset","reference",18,true,"[""Asset""]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__ChangeEvent","Change Event: Applied Promotion Affected Asset","vlocity_ins__AssetReferenceId__c","Asset Reference Id","string",255,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__ChangeEvent","Change Event: Applied Promotion Affected Asset","vlocity_ins__MaxQuantity__c","Maximum Quantity","double",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__ChangeEvent","Change Event: Applied Promotion Affected Asset","vlocity_ins__MaximumChildItemQuantity__c","Max Children Quantity","double",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__ChangeEvent","Change Event: Applied Promotion Affected Asset","vlocity_ins__MinQuantity__c","Minimum Quantity","double",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__ChangeEvent","Change Event: Applied Promotion Affected Asset","vlocity_ins__MinimumChildItemQuantity__c","Min Children Quantity","double",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__c","Applied Promotion Affected Asset","Id","Record ID","id",18,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__c","Applied Promotion Affected Asset","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__c","Applied Promotion Affected Asset","Name","Reference Number","string",80,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__c","Applied Promotion Affected Asset","CreatedDate","Created Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__c","Applied Promotion Affected Asset","CreatedById","Created By ID","reference",18,false,"[""User""]","CreatedBy",false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__c","Applied Promotion Affected Asset","LastModifiedDate","Last Modified Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__c","Applied Promotion Affected Asset","LastModifiedById","Last Modified By ID","reference",18,false,"[""User""]","LastModifiedBy",false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__c","Applied Promotion Affected Asset","SystemModstamp","System Modstamp","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__c","Applied Promotion Affected Asset","vlocity_ins__AppliedPromotionId__c","Applied Promotion","reference",18,false,"[""vlocity_ins__AccountAppliedPromotion__c""]","vlocity_ins__AppliedPromotionId__r",false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__c","Applied Promotion Affected Asset","vlocity_ins__AppliedAction__c","Applied Action","picklist",255,true,"[]",,false,true,,"[""Add"",""Apply"",""Update""]",false
"vlocity_ins__AccountAppliedPromotionItem__c","Applied Promotion Affected Asset","vlocity_ins__AssetId__c","Asset","reference",18,true,"[""Asset""]","vlocity_ins__AssetId__r",false,true,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__c","Applied Promotion Affected Asset","vlocity_ins__AssetReferenceId__c","Asset Reference Id","string",255,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__c","Applied Promotion Affected Asset","vlocity_ins__MaxQuantity__c","Maximum Quantity","double",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__c","Applied Promotion Affected Asset","vlocity_ins__MaximumChildItemQuantity__c","Max Children Quantity","double",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__c","Applied Promotion Affected Asset","vlocity_ins__MinQuantity__c","Minimum Quantity","double",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountAppliedPromotionItem__c","Applied Promotion Affected Asset","vlocity_ins__MinimumChildItemQuantity__c","Min Children Quantity","double",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountAppliedPromotion__ChangeEvent","Change Event: Applied Promotion","Id","Change Event ID","id",18,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__ChangeEvent","Change Event: Applied Promotion","ReplayId","Replay ID","string",1000,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__ChangeEvent","Change Event: Applied Promotion","ChangeEventHeader","Change Event Header","complexvalue",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__ChangeEvent","Change Event: Applied Promotion","Name","<Entity>","string",80,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__ChangeEvent","Change Event: Applied Promotion","CreatedDate","Created Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__ChangeEvent","Change Event: Applied Promotion","CreatedById","Created By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__ChangeEvent","Change Event: Applied Promotion","LastModifiedDate","Last Modified Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__ChangeEvent","Change Event: Applied Promotion","LastModifiedById","Last Modified By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__ChangeEvent","Change Event: Applied Promotion","vlocity_ins__BillingAccountId__c","Account","reference",18,true,"[""Account""]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__ChangeEvent","Change Event: Applied Promotion","vlocity_ins__AppliesTo__c","Applies To","picklist",255,true,"[]",,false,false,,"[""Account"",""Asset"",""Multiple Assets"",""Contract""]",false
"vlocity_ins__AccountAppliedPromotion__ChangeEvent","Change Event: Applied Promotion","vlocity_ins__AssetId__c","Asset","reference",18,true,"[""Asset""]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__ChangeEvent","Change Event: Applied Promotion","vlocity_ins__CancellationDate__c","Cancellation Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__ChangeEvent","Change Event: Applied Promotion","vlocity_ins__CancellationStatus__c","Cancellation Status","picklist",255,true,"[]",,false,false,,"[""Cancelled"",""Not Cancelled""]",false
"vlocity_ins__AccountAppliedPromotion__ChangeEvent","Change Event: Applied Promotion","vlocity_ins__CommitmentEndDate__c","Commitment End Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__ChangeEvent","Change Event: Applied Promotion","vlocity_ins__CommitmentStartDate__c","Commitment Start Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__ChangeEvent","Change Event: Applied Promotion","vlocity_ins__ContractId__c","Contract","reference",18,true,"[""Contract""]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__ChangeEvent","Change Event: Applied Promotion","vlocity_ins__OptIn__c","Opt In","boolean",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__ChangeEvent","Change Event: Applied Promotion","vlocity_ins__OptOut__c","Opt Out","boolean",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__ChangeEvent","Change Event: Applied Promotion","vlocity_ins__PricingEndDate__c","Benefit End Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__ChangeEvent","Change Event: Applied Promotion","vlocity_ins__PricingStartDate__c","Benefit Start Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__ChangeEvent","Change Event: Applied Promotion","vlocity_ins__PromotionId__c","Promotion","reference",18,true,"[""vlocity_ins__Promotion__c""]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__ChangeEvent","Change Event: Applied Promotion","vlocity_ins__ReasonForCancellation__c","Reason for Cancellation","string",255,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__ChangeEvent","Change Event: Applied Promotion","vlocity_ins__Sequence__c","Sequence","double",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__c","Applied Promotion","Id","Record ID","id",18,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__c","Applied Promotion","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__c","Applied Promotion","Name","Reference Number","string",80,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountAppliedPromotion__c","Applied Promotion","CreatedDate","Created Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__c","Applied Promotion","CreatedById","Created By ID","reference",18,false,"[""User""]","CreatedBy",false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__c","Applied Promotion","LastModifiedDate","Last Modified Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__c","Applied Promotion","LastModifiedById","Last Modified By ID","reference",18,false,"[""User""]","LastModifiedBy",false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__c","Applied Promotion","SystemModstamp","System Modstamp","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountAppliedPromotion__c","Applied Promotion","vlocity_ins__BillingAccountId__c","Account","reference",18,false,"[""Account""]","vlocity_ins__BillingAccountId__r",false,true,,"[]",false
"vlocity_ins__AccountAppliedPromotion__c","Applied Promotion","vlocity_ins__AppliesTo__c","Applies To","picklist",255,true,"[]",,false,true,,"[""Account"",""Asset"",""Multiple Assets"",""Contract""]",false
"vlocity_ins__AccountAppliedPromotion__c","Applied Promotion","vlocity_ins__AssetId__c","Asset","reference",18,true,"[""Asset""]","vlocity_ins__AssetId__r",false,true,,"[]",false
"vlocity_ins__AccountAppliedPromotion__c","Applied Promotion","vlocity_ins__CancellationDate__c","Cancellation Date","datetime",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountAppliedPromotion__c","Applied Promotion","vlocity_ins__CancellationStatus__c","Cancellation Status","picklist",255,true,"[]",,false,true,,"[""Cancelled"",""Not Cancelled""]",false
"vlocity_ins__AccountAppliedPromotion__c","Applied Promotion","vlocity_ins__CommitmentEndDate__c","Commitment End Date","datetime",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountAppliedPromotion__c","Applied Promotion","vlocity_ins__CommitmentStartDate__c","Commitment Start Date","datetime",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountAppliedPromotion__c","Applied Promotion","vlocity_ins__ContractId__c","Contract","reference",18,true,"[""Contract""]","vlocity_ins__ContractId__r",false,true,,"[]",false
"vlocity_ins__AccountAppliedPromotion__c","Applied Promotion","vlocity_ins__OptIn__c","Opt In","boolean",0,false,"[]",,false,true,,"[]",false
"vlocity_ins__AccountAppliedPromotion__c","Applied Promotion","vlocity_ins__OptOut__c","Opt Out","boolean",0,false,"[]",,false,true,,"[]",false
"vlocity_ins__AccountAppliedPromotion__c","Applied Promotion","vlocity_ins__PricingEndDate__c","Benefit End Date","datetime",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountAppliedPromotion__c","Applied Promotion","vlocity_ins__PricingStartDate__c","Benefit Start Date","datetime",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountAppliedPromotion__c","Applied Promotion","vlocity_ins__PromotionId__c","Promotion","reference",18,true,"[""vlocity_ins__Promotion__c""]","vlocity_ins__PromotionId__r",false,true,,"[]",false
"vlocity_ins__AccountAppliedPromotion__c","Applied Promotion","vlocity_ins__ReasonForCancellation__c","Reason for Cancellation","string",255,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountAppliedPromotion__c","Applied Promotion","vlocity_ins__Sequence__c","Sequence","double",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","Id","Change Event ID","id",18,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","ReplayId","Replay ID","string",1000,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","ChangeEventHeader","Change Event Header","complexvalue",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","Name","<Entity>","string",80,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","CreatedDate","Created Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","CreatedById","Created By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","LastModifiedDate","Last Modified Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","LastModifiedById","Last Modified By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__BillingAccountId__c","Account","reference",18,true,"[""Account""]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__AccountAppliedPromotionId__c","Applied Promotion","reference",18,true,"[""vlocity_ins__AccountAppliedPromotion__c""]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__AddedByUserId__c","Added By","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__AdjustmentPricingVariableId__c","Adjustment Pricing Variable","reference",18,true,"[""vlocity_ins__PricingVariable__c""]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__AdjustmentValue__c","Adjustment Value","double",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__Amount__c","Amount","currency",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__AppliedDate__c","Date Applied","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__AppliesTo__c","Applies To","picklist",255,true,"[]",,false,false,,"[""Account"",""Asset"",""Multiple Assets"",""Contract""]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__AssetId__c","Asset","reference",18,true,"[""Asset""]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__CancellationDate__c","Cancellation Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__CancellationStatus__c","Cancellation Status","picklist",255,true,"[]",,false,false,,"[""Cancelled"",""Not Cancelled""]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__ContractId__c","Contract","reference",18,true,"[""Contract""]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__EffectiveEndDate__c","Effective End Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__EffectiveStartDate__c","Effective Start Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__OverrideDefinitionId__c","Override Definition","reference",18,true,"[""vlocity_ins__OverrideDefinition__c""]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__PriceListEntryId__c","Price List Entry","reference",18,true,"[""vlocity_ins__PriceListEntry__c""]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__PricingElementGlobalKey__c","Pricing Element Global Key","string",80,true,"[]",,false,false,,"[]",true
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__PricingElementVersionId__c","Pricing Element Version","reference",18,true,"[""vlocity_ins__PricingElement__c""]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__PricingVariableCode__c","Adjusted Pricing Variable Code","string",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__PricingVariableID__c","Adjusted Pricing Variable","reference",18,true,"[""vlocity_ins__PricingVariable__c""]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__PromotionId__c","Promotion","reference",18,true,"[""vlocity_ins__Promotion__c""]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__ProvisioningStatus__c","Provisioning Status","picklist",255,true,"[]",,false,false,,"[""Activated"",""Cancelled""]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__ReasonForCancellation__c","Reason for Cancellation","string",255,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__Sequence__c","Sequence","double",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__Source__c","Source","picklist",255,true,"[]",,false,false,,"[""Agent"",""Promotion"",""Offer"",""Policy Action"",""ABP"",""Base""]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__TimePlanId__c","Time Plan","reference",18,true,"[""vlocity_ins__TimePlan__c""]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__ChangeEvent","Change Event: Account Pricing","vlocity_ins__TimePolicyId__c","Time Policy","reference",18,true,"[""vlocity_ins__TimePolicy__c""]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","Id","Record ID","id",18,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","Name","Reference Number","string",80,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","CreatedDate","Created Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","CreatedById","Created By ID","reference",18,false,"[""User""]","CreatedBy",false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","LastModifiedDate","Last Modified Date","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","LastModifiedById","Last Modified By ID","reference",18,false,"[""User""]","LastModifiedBy",false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","SystemModstamp","System Modstamp","datetime",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__BillingAccountId__c","Account","reference",18,false,"[""Account""]","vlocity_ins__BillingAccountId__r",false,true,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__AccountAppliedPromotionId__c","Applied Promotion","reference",18,true,"[""vlocity_ins__AccountAppliedPromotion__c""]","vlocity_ins__AccountAppliedPromotionId__r",false,true,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__AddedByUserId__c","Added By","reference",18,true,"[""User""]","vlocity_ins__AddedByUserId__r",false,true,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__AdjustmentPricingVariableId__c","Adjustment Pricing Variable","reference",18,true,"[""vlocity_ins__PricingVariable__c""]","vlocity_ins__AdjustmentPricingVariableId__r",false,true,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__AdjustmentValue__c","Adjustment Value","double",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__Amount__c","Amount","currency",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__AppliedDate__c","Date Applied","datetime",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__AppliesTo__c","Applies To","picklist",255,true,"[]",,false,true,,"[""Account"",""Asset"",""Multiple Assets"",""Contract""]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__AssetId__c","Asset","reference",18,true,"[""Asset""]","vlocity_ins__AssetId__r",false,true,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__CancellationDate__c","Cancellation Date","datetime",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__CancellationStatus__c","Cancellation Status","picklist",255,true,"[]",,false,true,,"[""Cancelled"",""Not Cancelled""]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__ContractId__c","Contract","reference",18,true,"[""Contract""]","vlocity_ins__ContractId__r",false,true,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__EffectiveEndDate__c","Effective End Date","datetime",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__EffectiveStartDate__c","Effective Start Date","datetime",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__OverrideDefinitionId__c","Override Definition","reference",18,true,"[""vlocity_ins__OverrideDefinition__c""]","vlocity_ins__OverrideDefinitionId__r",false,true,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__PriceListEntryId__c","Price List Entry","reference",18,true,"[""vlocity_ins__PriceListEntry__c""]","vlocity_ins__PriceListEntryId__r",false,true,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__PricingElementGlobalKey__c","Pricing Element Global Key","string",80,true,"[]",,false,true,,"[]",true
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__PricingElementVersionId__c","Pricing Element Version","reference",18,true,"[""vlocity_ins__PricingElement__c""]","vlocity_ins__PricingElementVersionId__r",false,true,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__PricingVariableCode__c","Adjusted Pricing Variable Code","string",1300,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__PricingVariableID__c","Adjusted Pricing Variable","reference",18,true,"[""vlocity_ins__PricingVariable__c""]","vlocity_ins__PricingVariableID__r",false,true,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__PromotionId__c","Promotion","reference",18,true,"[""vlocity_ins__Promotion__c""]","vlocity_ins__PromotionId__r",false,true,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__ProvisioningStatus__c","Provisioning Status","picklist",255,true,"[]",,false,true,,"[""Activated"",""Cancelled""]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__ReasonForCancellation__c","Reason for Cancellation","string",255,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__Sequence__c","Sequence","double",0,true,"[]",,false,true,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__Source__c","Source","picklist",255,true,"[]",,false,true,,"[""Agent"",""Promotion"",""Offer"",""Policy Action"",""ABP"",""Base""]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__TimePlanId__c","Time Plan","reference",18,true,"[""vlocity_ins__TimePlan__c""]","vlocity_ins__TimePlanId__r",false,true,,"[]",false
"vlocity_ins__AccountPriceAdjustment__c","Account Pricing","vlocity_ins__TimePolicyId__c","Time Policy","reference",18,true,"[""vlocity_ins__TimePolicy__c""]","vlocity_ins__TimePolicyId__r",false,true,,"[]",false
"vlocity_ins__AccountRegulatoryAction__ChangeEvent","Change Event: Account Regulatory Action","Id","Change Event ID","id",18,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__ChangeEvent","Change Event: Account Regulatory Action","ReplayId","Replay ID","string",1000,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__ChangeEvent","Change Event: Account Regulatory Action","ChangeEventHeader","Change Event Header","complexvalue",0,false,"[]",,false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__ChangeEvent","Change Event: Account Regulatory Action","Name","<Entity>","string",80,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__ChangeEvent","Change Event: Account Regulatory Action","CreatedDate","Created Date","datetime",0,true,"[]",,false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__ChangeEvent","Change Event: Account Regulatory Action","CreatedById","Created By ID","reference",18,true,"[""User""]",,false,false,,"[]",false
"vlocity_ins__AccountRegulatoryAction__ChangeEvent","Change Event: Account Regulatory Action","LastModifiedDate","Last Modified Date","datetime",0,true,"[]",,false,false,,"[]",false
