District,Town Panchayat,DMK+ -4955,AIADMK+ -1213,BJP -229,PMK -52,AMMK -59,MNM -0,NTK -9,OTH -1065
Tiruppur,Avinashi (18/18),9,6,0,0,0,0,0,3
Tiruppur,Kunnathur (15/15),7,5,0,0,0,0,0,3
Tiruppur,Uthukuli (15/15),12,1,0,0,0,0,0,2
Tiruppur,Mulanur (15/15),9,5,0,0,0,0,0,1
Tiruppur,Rudravathi (15/15),1,6,3,0,0,0,0,5
Tiruppur,Kolathupalayam (18/18),14,1,1,0,0,0,0,2
Tiruppur,Chinnakkampalayam (15/15),8,5,0,0,0,0,0,2
Tiruppur,Kannivadi (12/12),7,3,2,0,0,0,0,0
Tiruppur,Thali (17/17),13,4,0,0,0,0,0,0
Tiruppur,Komaralingam (15/15),10,2,0,0,3,0,0,0
Tiruppur,Sankaramanallur (15/15),10,5,0,0,0,0,0,0
Tiruppur,Madathukulam (18/18),13,3,0,0,0,0,0,2
Tiruppur,Kaniyur (15/15),12,1,0,0,0,0,0,2
Tiruvallur,Podaturpet (18/18),5,13,0,0,0,0,0,0
Tiruvallur,Pallipattu (15/15),13,0,0,0,0,0,0,2
Tiruvallur,Uthukkottai (15/15),13,2,0,0,0,0,0,0
Tiruvallur,Arani (15/15),4,1,0,0,0,0,0,10
Tiruvallur,Gummidipoondi (15/15),10,3,0,1,0,0,0,1
Tiruvallur,Naravarikuppam (18/18),11,2,0,0,0,0,0,5
Tiruvallur,Minjur (18/18),12,1,0,0,0,0,0,5
Tiruvallur,Thirumazhisai (15/15),7,6,0,1,0,0,0,1
Tiruvannamalai,Chengam (18/18),8,7,1,0,0,0,0,2
Tiruvannamalai,Kalambur (15/15),9,4,0,1,0,0,0,1
Tiruvannamalai,Chetpet (18/18),11,2,0,1,0,0,0,4
Tiruvannamalai,Polur (18/18),14,2,0,0,0,0,0,2
Tiruvannamalai,Kannamangalam (15/15),11,2,0,0,0,0,0,2
Tiruvannamalai,Vettavalam (15/15),8,5,0,0,0,0,0,2
Tiruvannamalai,Kilpennathur (15/15),9,4,0,0,0,0,0,2
Tiruvannamalai,Pudupalayam (12/12),10,0,0,0,0,0,0,2
Tiruvannamalai,Peranamallur (12/12),7,3,0,0,1,0,0,0
Tiruvannamalai,Desur (12/12),7,1,0,1,0,0,0,3
Tiruvarur,Nannilam (15/15),10,4,0,0,0,0,0,1
Tiruvarur,Peralam (12/12),10,2,0,0,0,0,0,0
Tiruvarur,Valangaiman (15/15),12,3,0,0,0,0,0,0
Tiruvarur,Needamangalam (15/15),8,7,0,0,0,0,0,0
Tiruvarur,Kudavasal (15/15),13,2,0,0,0,0,0,0
Tiruvarur,Koradachery (15/15),12,3,0,0,0,0,0,0
Tiruvarur,Muthupettai (18/18),10,3,1,0,0,0,0,4
Vellore,Pallikonda (18/18),14,1,0,0,0,0,0,3
Vellore,Odugathur (15/15),13,2,0,0,0,0,0,0
Vellore,Pennathur (15/15),8,3,0,4,0,0,0,0
Vellore,Thiruvalam (15/15),9,5,0,0,0,0,0,1
Viluppuram,Ananthapuram (15/15),9,5,0,0,0,0,0,1
Viluppuram,Arakandanallur (12/12),6,5,0,0,0,0,0,1
Viluppuram,Gingee (18/18),17,1,0,0,0,0,0,0
Viluppuram,Marakkanam (18/18),8,4,0,1,0,0,0,5
Viluppuram,Thiruvennainallur (15/15),9,0,0,0,0,0,0,6
Viluppuram,Valavanur (15/15),9,2,0,0,1,0,0,2
Viluppuram,Vikravandi (15/15),9,3,0,0,0,0,0,3
Virudhunagar,Mamsapuram (18/18),12,3,0,0,1,0,0,2
Virudhunagar,S_Kodikulam (15/15),10,3,0,0,0,0,0,2
Virudhunagar,Sundarapandiam (15/15),8,7,0,0,0,0,0,0
Virudhunagar,W_Puduppatti (15/15),9,1,0,0,0,0,0,5
Virudhunagar,Vathirairuppu (18/18),15,1,0,0,0,0,0,2
Virudhunagar,Seithur (18/18),14,2,0,0,0,0,0,2
Virudhunagar,Chettiarpatti (15/15),11,1,0,0,0,0,0,3
Virudhunagar,Mallanginar (15/15),13,1,0,0,0,0,0,1
Virudhunagar,Kariapatti (15/15),12,3,0,0,0,0,0,0
